,0
0,0.08893747329854884
1,0.08139139025870479
2,0.06348020795304399
3,0.0677041111841522
4,0.014948895375787585
5,0.023254960067979447
6,0.07604895613587404
7,0.06637999568202302
8,0.13046947864035563
9,0.18913028742497695
10,0.20528447633260272
11,0.3539724815954999
12,0.41744003358117077
13,0.7119031506561808
14,0.5125223923329039
15,0.5443963907491458
16,0.7481068507035586
17,0.4495603509108612
18,0.5426666974727341
19,0.44774329258334555
20,0.5529579891953611
21,0.3239127810610791
22,0.2728425355234543
23,0.11761256170553902
24,0.05455208903713393
25,0.0006120617269885775
26,0.038078967782530726
27,-0.003273396011921559
28,0.044897069898295894
29,-0.0005977083409403061
30,-0.008801809669695682
31,-0.012457681103644203
32,-0.006307117534022688
33,0.04901241813937751
34,-0.017807822198971146
35,0.03494336821491595
36,0.02632539377046972
37,-0.001903757152297847
38,0.09943315334944625
39,0.02471939634763365
40,0.05522949426678836
41,0.0884824680869325
42,0.08273444789360807
43,0.09662745942365636
44,0.08812953377141886
45,0.061777181003637605
46,0.07614267223797144
47,0.024206239016343556
48,-0.009219507098871982
49,0.03705251110439878
50,0.03751014567873401
51,0.08857260785773458
52,0.04778012389155051
53,0.07904351852107616
54,0.6011102100982835
55,0.7224085102805238
56,0.6936628645213208
57,0.6218195408786766
58,0.7818537594468105
59,0.5979786629733139
60,0.6820622776827796
61,0.5333070690369026
62,0.19779846510760812
63,0.06527003346834725
64,0.03775135128203844
65,0.09372871722683274
66,0.09908876328012362
67,0.10511214542475777
68,0.15586037868160407
69,0.1059896630328
70,0.03502200768061248
71,0.0006260462521145982
72,0.009148587949586728
73,0.0386205673317187
74,0.08299932376203045
75,0.0630469084334454
76,0.040817961326951924
77,0.09560934392708431
78,0.042353805520497834
79,0.0342504103741903
80,0.05794113115157906
81,0.05881004515852539
82,0.024506320486187172
83,0.04897654411027608
84,0.09687725984115836
85,0.07542513977266152
86,0.10371367783208862
87,0.10415550534077966
88,0.03759703387737623
89,0.05678144354592929
90,0.03812320138534242
91,0.08191220112986031
92,0.16055161139437535
93,0.07209135405306388
94,0.32617840671077847
95,0.1651110798484442
96,0.35651286268950844
97,0.5496378349337732
98,0.4050803738266544
99,0.5383436594655933
